,R1,G1,B1,R2,G2,B2,R3,G3,B3,R4,G4,B4,R5,G5,B5,rating
59,0.1098,0.3451,0.54902,0.32941,0.66275,0.094118,0.8862700000000001,0.52941,0.0,0.85098,0.11765,0.31373,0.47059,0.0,0.4549,5.0
60,0.94902,0.94902,0.94902,0.72941,0.79608,0.85098,0.5098,0.45882,0.43529,0.12549000000000002,0.14902,0.11765,0.25882,0.41569,0.54902,5.0
61,0.68235,0.6902,0.6352899999999999,0.37647,0.40392,0.33333,0.23137,0.25098000000000004,0.10196,0.41569,0.45098,0.17255,0.11765,0.18431,0.12157,5.0
62,0.44314,0.17647000000000002,0.28627,0.16078,0.0,0.17647000000000002,0.47059,0.23922,0.36471,0.16078,0.035294,0.20784,1.0,0.10588,0.37255,5.0
63,0.14902,0.0039216,0.0039216,0.45098,0.12549000000000002,0.0078431,0.54902,0.34902,0.23137,0.94902,0.90196,0.80784,0.94902,0.86275,0.70196,5.0
64,0.90588,0.22745,0.5764699999999999,0.36863,0.41961,0.8549,0.06666699999999999,0.73725,0.9451,0.52941,0.96078,0.76078,0.6431399999999999,0.33333,0.87059,5.0
65,0.32157,0.31373,0.094118,0.21961,0.25098000000000004,0.035294,0.8902,0.52941,0.20392,0.83137,0.41176,0.16078,0.41961,0.32157,0.27843,5.0
66,0.32941,0.1451,0.058824,0.52157,0.25882,0.11765,0.53725,0.2902,0.16863,0.67843,0.33333,0.21176,0.23137,0.090196,0.0078431,5.0
67,0.94902,0.62353,0.55294,0.94902,0.90196,0.76078,0.74902,0.72941,0.62353,0.14902,0.058824,0.090196,0.74902,0.2549,0.3451,5.0
68,0.74902,0.6902,0.63922,0.68235,0.7098,0.74902,0.21176,0.31373,0.45098,0.20784,0.35686,0.54902,0.84314,0.84314,0.85098,5.0
69,0.8,0.61569,0.26667,0.6,0.50588,0.2549,0.45098,0.40392,0.23922,0.34902,0.23137,0.078431,0.25098000000000004,0.15294000000000002,0.058824,5.0
70,0.8784299999999999,0.65098,0.77255,0.7215699999999999,0.45882,0.46667,0.6470600000000001,0.67843,0.66275,0.7803899999999999,0.87059,0.8784299999999999,0.19608,0.27059,0.27843,5.0
71,0.60392,0.8902,0.66275,0.6078399999999999,0.7411800000000001,0.44706,0.8784299999999999,0.8235299999999999,0.28627,0.93725,0.8902,0.3451,0.96863,0.93725,0.46275,5.0
72,0.94902,0.4902,0.37255,0.89804,0.42745,0.34902,0.8,0.38431,0.35294000000000003,0.69804,0.32941,0.37647,0.49804,0.21961,0.34118000000000004,5.0
73,0.4902,0.54902,0.50588,0.11373,0.32549,0.34902,0.058824,0.21569,0.25098000000000004,0.082353,0.27451,0.34902,0.8235299999999999,0.8392200000000001,0.85098,5.0
74,0.5764699999999999,0.63137,0.53725,0.16471,0.25882,0.23529,0.11765,0.3098,0.41569,0.30196,0.66667,0.6705899999999999,0.80392,0.87059,0.77647,5.0
75,0.8,0.33333,0.32549,1.0,0.79608,0.7568600000000001,0.50588,1.0,0.94118,0.32549,0.60392,0.8,0.06274500000000001,0.37647,0.6,5.0
76,0.51765,0.51765,0.52941,0.54902,0.61961,0.58039,0.5607800000000001,0.72941,0.66667,0.6,0.85098,0.8,0.58824,0.99216,1.0,5.0
77,0.10588,0.6,0.6902,1.0,0.85882,0.25882,0.9098,0.72549,0.1098,0.8902,0.46275,0.0,0.7882399999999999,0.19216,0.0,5.0
78,0.7882399999999999,0.078431,0.28627,0.8,0.3098,0.46275,1.0,0.92549,0.58039,0.66667,0.69804,0.29804,0.48627,0.84706,1.0,5.0
79,1.0,0.45098,0.5764699999999999,0.94902,0.62745,0.7451,0.94902,0.47451,0.65098,0.65098,0.14118,0.27843,0.54902,0.011765,0.054902,5.0
80,0.6902,0.30588000000000004,0.039216,0.7882399999999999,0.46275,0.1451,0.015686000000000002,0.85098,0.69804,0.015686000000000002,0.6117600000000001,0.62353,0.95686,0.90588,0.8392200000000001,5.0
81,0.2,0.13333,0.070588,0.094118,0.2,0.16471,0.1098,0.043137,0.06666699999999999,0.10196,0.070588,0.2,0.15294000000000002,0.2,0.07451,5.0
82,0.89804,0.74902,0.6705899999999999,0.33725,0.23529,0.26667,0.81176,0.73725,0.5451,0.54902,0.45098,0.43922,0.20784,0.23529,0.25098000000000004,5.0
83,0.74902,0.16471,0.16471,0.94902,0.79608,0.6078399999999999,0.94902,0.63922,0.2549,0.1098,0.65098,0.65098,0.015686000000000002,0.49804,0.54902,5.0
84,0.9098,0.90588,0.8862700000000001,0.76471,0.77647,0.7803899999999999,0.32157,0.1098,0.1098,0.21569,0.26275,0.27843,0.33333,0.46275,0.52157,5.0
85,0.2,0.14118,0.13333,0.45098,0.2549,0.25098000000000004,0.6,0.26275,0.33725,0.74902,0.27843,0.43922,0.9098,0.85098,0.69412,5.0
86,0.27451,0.52157,0.0,0.62353,0.92941,0.23529,1.0,0.6902,0.0,0.26667,0.51765,1.0,0.035294,0.12157,0.37255,5.0
87,0.25098000000000004,0.0078431,0.0,0.098039,0.22745,0.22745,0.6431399999999999,0.5451,0.38431,0.9451,0.95294,0.77255,0.7843100000000001,0.7921600000000001,0.61961,5.0
88,0.92941,0.48235,0.094118,0.39216,0.46667,0.4902,0.15686,0.13333,0.14902,0.90196,0.74902,0.098039,0.92941,0.88235,0.45882,5.0
89,0.98039,0.83137,0.16863,1.0,0.94118,0.47059,0.48627,0.54902,0.011765,0.27451,0.34902,0.0078431,0.76078,0.9098,1.0,5.0
90,0.34902,0.27843,0.21176,0.65098,0.54902,0.42745,0.7215699999999999,0.6549,0.45882,0.84314,0.85098,0.60392,0.34902,0.25882,0.27451,5.0
91,0.86275,0.93333,0.94902,0.27451,0.32157,0.34902,0.65882,0.7098,0.74902,0.5607800000000001,0.6078399999999999,0.65098,0.0,0.023529,0.05098,5.0
92,0.54902,0.31373,0.25882,0.85098,0.71373,0.5451,0.94902,0.94118,0.84706,0.66275,0.83137,0.85098,0.3098,0.48235,0.54902,5.0
93,0.94902,0.63922,0.2549,0.94902,0.7411800000000001,0.11373,0.015686000000000002,0.61569,0.74902,0.74902,0.14902,0.25882,0.45098,0.0078431,0.090196,5.0
94,0.59216,0.0,0.06666699999999999,0.67451,0.59216,0.61569,0.37647,0.2902,0.31373,0.18039,0.047059,0.17647000000000002,0.2549,0.035294,0.26667,5.0
95,1.0,0.85098,0.7411800000000001,0.8902,0.68235,0.58431,0.52157,0.23137,0.28235,0.23922,0.15686,0.12941,0.81176,0.65098,0.59608,5.0
96,1.0,0.99216,0.63922,0.078431,0.31373,0.54902,1.0,0.82745,0.23529,0.63922,0.52941,0.12941,0.30196,0.55686,0.61961,5.0
97,0.5098,0.41961,0.06274500000000001,0.40784,0.32941,0.027451,0.035294,0.20784,0.18824,0.035294,0.5098,0.4549,0.25882,0.070588,0.24706,5.0
98,0.65098,0.15686,0.1098,0.85098,0.44706,0.094118,0.85098,0.55686,0.19608,0.85098,0.6431399999999999,0.26275,0.7058800000000001,0.8235299999999999,0.85098,5.0
99,0.2549,0.16471,0.13333,0.94902,0.90196,0.71373,0.5607800000000001,0.61961,0.5451,0.35686,0.47059,0.46275,0.16078,0.16078,0.16078,5.0
100,0.29412,0.070588,0.1098,0.47059,0.31765,0.32549,0.96078,0.8392200000000001,0.6705899999999999,0.8549,0.69412,0.2,0.58431,0.70196,0.48235,5.0
101,0.7882399999999999,0.42353,0.05098,0.054902,0.054902,0.054902,0.13725,0.13725,0.13725,0.42353,0.42353,0.42353,0.6902,0.6902,0.6902,5.0
102,0.84706,0.7215699999999999,0.57255,0.94902,0.92549,0.80784,0.58824,0.48235,0.52549,0.62745,0.76471,0.85098,0.98039,0.92941,0.62353,5.0
103,0.098039,0.098039,0.098039,0.039216,0.039216,0.039216,0.94902,0.94902,0.94902,0.17255,0.17255,0.21176,0.3098,0.31373,0.34902,5.0
104,0.94118,0.7882399999999999,0.51765,0.8,0.61961,0.31373,0.18824,0.090196,0.054902,0.10196,0.043137,0.031373000000000005,0.0,0.0,0.0,5.0
105,0.9098,0.55686,0.47451,0.9098,0.50588,0.41569,0.55294,1.0,0.77647,0.61569,1.0,0.6431399999999999,0.72549,1.0,0.52157,5.0
106,0.89412,0.21569,0.16078,0.37647,0.26667,0.35686,0.46667,0.70196,0.17647000000000002,0.15294000000000002,0.54902,0.2902,0.85098,0.16863,0.29412,5.0
107,0.14902,0.031373000000000005,0.0039216,0.45098,0.32549,0.25098000000000004,0.74902,0.67451,0.53333,0.36863,0.54902,0.46667,0.41569,0.65098,0.6078399999999999,5.0
108,0.38824,0.2,0.12941,0.6902,0.66667,0.58824,0.24706,0.25098000000000004,0.18431,0.070588,0.12157,0.14902,0.81176,0.81176,0.81176,5.0
109,1.0,0.26275,0.047059,1.0,0.56863,0.0,1.0,1.0,1.0,0.05098,0.082353,0.34118000000000004,0.0,0.015686000000000002,0.12941,5.0
110,0.086275,0.19216,1.0,0.0039216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0039216,1.0,0.086275,0.0,5.0
111,0.61961,0.6117600000000001,0.4902,0.52157,0.5098,0.38431,0.36863,0.27451,0.30196,0.45882,0.58039,0.61961,0.27059,0.3098,0.32157,5.0
112,0.078431,0.24706,0.35294000000000003,0.19216,0.38039,0.43922,0.36471,0.50588,0.51373,0.6431399999999999,0.67843,0.6,0.93333,0.92157,0.7803899999999999,5.0
113,0.7058800000000001,0.74902,0.3607800000000001,0.34902,0.45098,0.46667,0.28235,0.2549,0.23529,0.46275,0.26667,0.2,0.3451,0.17647000000000002,0.18431,5.0
114,0.36863,0.34118000000000004,0.30588000000000004,0.56863,0.5098,0.42745,0.96863,0.93725,0.8549,0.43529,0.50588,0.65882,0.30196,0.38431,0.54902,5.0
115,0.6078399999999999,0.6431399999999999,0.6705899999999999,0.12157,0.12157,0.12157,0.19608,0.3607800000000001,0.0078431,0.55686,0.6705899999999999,0.13725,0.85098,0.85098,0.74902,5.0
116,0.34902,1.0,0.16078,0.9098,0.61569,0.13725,1.0,0.80392,0.7843100000000001,1.0,0.67451,0.12549000000000002,0.30196,0.9098,0.13725,5.0
117,1.0,0.94902,0.41961,0.52157,0.29412,0.9098,1.0,0.33333,0.0078431,1.0,0.16863,0.7568600000000001,0.9098,0.83137,0.0,5.0
118,0.36863,0.32549,0.11765,0.47451,0.43922,0.18824,0.5764699999999999,0.55294,0.25882,0.68235,0.66275,0.32549,0.7843100000000001,0.77647,0.39608,5.0
119,0.086275,0.40784,0.5019600000000001,1.0,1.0,1.0,0.46275,0.35686,0.31765,0.25098000000000004,0.13725,0.12549000000000002,1.0,0.62745,0.0,5.0
120,0.21961,0.18039,0.13725,0.27843,0.16863,0.10196,0.27059,0.19608,0.11373,0.23922,0.2,0.090196,0.27843,0.21569,0.10196,5.0
121,0.76078,0.69804,0.67451,1.0,0.94118,0.91373,1.0,0.83137,0.8196100000000001,0.69412,0.38431,0.56471,0.41961,0.38824,0.4549,5.0
122,0.078431,0.65882,0.7843100000000001,0.24706,0.65882,0.98431,0.98431,0.69412,0.0,0.7843100000000001,0.71765,0.078431,0.58431,0.55294,0.23529,5.0
123,0.8549,0.22745,0.24706,0.93725,0.26667,0.27059,0.0,0.2902,0.38039,0.49804,0.8,0.76471,0.86667,0.92941,0.95686,5.0
124,0.9098,0.0,0.41176,0.1098,0.58824,0.6705899999999999,0.91765,0.83137,0.090196,0.6117600000000001,0.18824,0.37647,0.18431,0.4,0.43922,5.0
125,0.5098,0.8,0.67843,1.0,1.0,0.94902,0.66275,0.31373,1.0,0.23137,0.43137,0.8,0.05098,0.23137,0.33333,5.0
126,0.49804,0.7215699999999999,0.7098,0.32549,0.6078399999999999,0.6902,0.12549000000000002,0.35294000000000003,0.56471,0.023529,0.011765,0.18431,0.35294000000000003,0.3607800000000001,0.3607800000000001,5.0
127,0.39216,0.18039,0.14902,0.58039,0.4,0.46667,0.7529399999999999,0.51765,0.15294000000000002,0.57255,0.58431,0.40784,0.76471,0.76078,0.58824,5.0
128,0.12941,0.67843,0.8,0.51373,0.7803899999999999,1.0,1.0,0.7843100000000001,0.26275,0.8,0.73725,0.12941,0.6,0.58039,0.39608,5.0
129,1.0,0.8,0.5019600000000001,0.20392,0.25098000000000004,0.25098000000000004,0.039216,0.47843,0.49412,0.8,0.0,0.0,0.32157,0.0,0.0,5.0
130,0.22745,0.082353,0.27059,0.27059,0.8392200000000001,0.7215699999999999,0.6078399999999999,1.0,0.84314,1.0,1.0,1.0,0.90196,0.72549,0.38824,5.0
131,0.49804,0.81176,0.66667,0.25882,0.7058800000000001,0.5764699999999999,0.18039,0.11373,0.27843,0.45882,0.17647000000000002,0.65098,0.60392,0.2549,0.65098,5.0
132,0.9098,0.10588,0.0,1.0,0.69804,0.06274500000000001,1.0,0.82745,0.37647,0.047059,0.043137,0.96078,0.031373000000000005,0.031373000000000005,0.66275,5.0
133,0.54902,0.20392,0.16863,0.74902,0.3451,0.2549,0.85098,0.5019600000000001,0.37255,0.94902,0.65098,0.47451,0.94902,0.72549,0.53333,5.0
134,1.0,0.25098000000000004,0.11765,0.32157,0.18824,0.0078431,1.0,0.8392200000000001,0.5764699999999999,0.76863,0.38431,0.14902,0.9098,0.56863,0.0,5.0
135,0.34902,0.13333,0.054902,0.65098,0.37255,0.21569,0.74902,0.56471,0.33725,1.0,0.8784299999999999,0.62353,0.74902,0.015686000000000002,0.14902,5.0
136,0.33333,0.46667,0.53333,0.13333,0.2,0.26667,1.0,1.0,1.0,0.73333,0.84314,0.8,0.098039,0.098039,0.11373,5.0
137,0.65882,0.12549000000000002,0.1451,1.0,1.0,1.0,0.36863,0.5019600000000001,0.56863,0.10588,0.12549000000000002,0.14118,0.42745,0.65882,0.53333,5.0
138,0.91373,0.078431,0.06274500000000001,0.94902,0.52941,0.019608,0.94902,0.71765,0.019608,0.11765,0.59216,0.76863,0.40784,0.019608,0.94902,5.0
139,0.06666699999999999,0.86667,0.94902,0.054902,0.41176,0.45098,0.65098,0.011765,0.36471,0.34902,0.043137,0.21176,0.70196,0.62353,0.082353,5.0
140,0.56471,0.61961,0.7098,0.4,0.47843,0.52941,0.0,0.0,0.0,0.078431,0.2,0.16471,0.82745,1.0,0.99216,5.0
141,1.0,1.0,0.0,0.65098,0.6431399999999999,0.078431,0.71373,0.22353,0.74902,0.49804,0.14902,0.47451,0.80784,0.0,0.12941,5.0
142,0.0,0.38039,0.7098,0.16863,0.74902,0.8784299999999999,0.98824,0.65098,0.1098,0.94902,0.94902,0.94902,0.47843,0.89804,0.27059,5.0
143,1.0,0.97647,0.84314,0.92157,0.96078,0.8235299999999999,0.95294,0.73725,0.07451,0.8902,0.1098,0.16078,0.18824,0.019608,0.11373,5.0
144,0.05098,0.05098,0.05098,0.94902,0.94902,0.94902,0.45098,0.85098,0.73725,0.97647,0.46275,0.6862699999999999,0.94902,0.20784,0.55294,5.0
145,0.22353,0.22353,0.22353,0.8,0.20392,0.0,0.6,0.8,0.0,0.8784299999999999,0.85882,0.7843100000000001,0.94902,0.94902,0.94902,5.0
146,0.35294000000000003,0.67843,0.9098,0.5098,0.95686,1.0,0.67843,1.0,0.7568600000000001,0.84706,0.96863,0.45098,1.0,0.92157,0.22745,5.0
147,0.96471,0.71765,0.8235299999999999,0.55294,0.84314,0.96863,0.52549,0.79608,0.6352899999999999,0.8156899999999999,0.6352899999999999,0.7921600000000001,0.95294,0.94118,0.55294,5.0
148,0.94902,0.94902,0.94902,0.14118,0.17647000000000002,0.25098000000000004,0.15686,0.20392,0.34902,0.19608,0.26275,0.45098,0.16078,0.23529,0.45098,5.0
149,0.74902,0.36863,0.039216,0.85098,0.61961,0.19608,0.94902,0.94902,0.94902,0.24706,0.49412,0.65098,0.0078431,0.18824,0.34902,5.0
150,0.56863,0.53725,0.37647,0.74902,0.63137,0.0,0.92157,0.80392,0.49412,0.41176,0.1098,0.16863,0.12157,0.07451,0.070588,5.0
151,0.54902,0.0,0.8,0.3451,0.0,0.49804,0.6,0.8,0.0,0.37647,0.49804,0.0,0.77647,1.0,0.098039,5.0
152,0.93725,0.90588,0.80784,0.95294,0.89804,0.6902,0.90588,0.7921600000000001,0.47059,0.87059,0.74902,0.37255,0.76471,0.61569,0.26667,5.0
153,0.0078431,0.17255,0.25882,0.27451,0.5764699999999999,0.7411800000000001,0.87059,0.5098,0.0,0.9451,0.97647,1.0,0.49804,0.47843,0.44314,5.0
154,1.0,0.7529399999999999,0.0,0.95686,0.54902,0.0039216,1.0,0.39216,0.019608,0.34118000000000004,0.46667,0.0,0.031373000000000005,0.14118,0.0,5.0
155,0.8902,0.23529,0.18039,1.0,1.0,1.0,0.67451,0.86275,1.0,0.10196,0.54118,0.8,0.070588,0.26667,0.53725,5.0
156,0.54902,0.33725,0.25882,0.85098,0.84706,0.84314,0.56471,0.6078399999999999,0.61569,0.2902,0.13333,0.17647000000000002,0.14902,0.058824,0.090196,5.0
157,0.94902,0.63922,0.058824,0.43529,0.45098,0.0078431,0.72549,0.74902,0.015686000000000002,0.23529,0.011765,0.54902,0.43529,0.015686000000000002,0.85098,5.0
158,0.8,0.8549,0.90588,0.48627,0.63922,0.8,0.62353,0.72549,0.8156899999999999,0.28235,0.45098,0.65882,0.14118,0.27451,0.4549,5.0
159,0.59608,0.20392,0.10588,0.52157,0.6431399999999999,0.34118000000000004,0.039216,0.53725,0.46275,0.1451,0.65882,0.6,0.81176,0.96471,0.94118,5.0
